"id";"description";"image_path";"release_date";"title";"tmdb_id"
69;"It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/j73LuQcA21KvkVFcroWWMN8tTJv.jpg";"2019-08-30 00:00:00.000000";"KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson";532067
70;"A hotel room shootout between two assassins kicks off a long night where bodies fall like dominoes, as we follow a chain of crooked cops, gangsters, hitmen, a femme Fatale and an ex-mercenary through a relay of murder, betrayal, revenge and redemption.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/wy0Xs5mGtD92PyKvsl0lxzbzscG.jpg";"2020-02-20 00:00:00.000000";"Kill Chain";531299
71;"A fast-paced action thriller about a rookie cop who inadvertently captures the murder of a young drug dealer on her body cam. After realizing that the murder was committed by corrupt cops, she teams up with the one person from her community who is willing to help her as she tries to escape both the criminals out for revenge and the police who are desperate to destroy the incriminating footage.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/1cSHEKYYP8Dpi4o1iBVd4U75FYt.jpg";"2019-10-25 00:00:00.000000";"Black and Blue";578189
72;"At the dawn of the space-race, two radio-obsessed teens discover a strange frequency over the airwaves in what becomes the most important night of their lives and in the history of their small town.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/suORidtGKPO6tWwNqiwGvNo85z3.jpg";"2020-05-15 00:00:00.000000";"The Vast of Night";565743
73;"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg";"2016-12-10 00:00:00.000000";"Hidden Figures";381284
74;"A boy is given the ability to become an adult superhero in times of need with a single magic word.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/xnopI5Xtky18MPhK40cZAGAOVeV.jpg";"2019-03-29 00:00:00.000000";"Shazam!";287947
75;"All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city, called 'I Island', where they research quirks as well as hero supplemental items at the special 'I Expo' convention that is currently being held on the island. During that time, suddenly, despite an iron wall of security surrounding the island, the system is breached by a villain, and the only ones able to stop him are the students of Class 1-A.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/hC4nTxdhXqFWzgqynGvvXVMiMNp.jpg";"2018-08-03 00:00:00.000000";"My Hero Academia: Two Heroes";505262
76;"A group of UAC Marines responds to a distress call from a top-secret scientific base on Phobos, a Martian moon, only to discover it's been overrun by demons.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/7EGElXVSNnqcPjuhXPd6UVUX1rD.jpg";"2019-09-30 00:00:00.000000";"Doom: Annihilation";520901
77;"A big-game hunter for zoos who has booked passage on a Greek shipping freighter with a fresh haul of exotic and deadly animals from the Amazon, including a rare white Jaguar - along with a political assassin being extradited to the U.S in secret. Two days into the journey, the assassin escapes and releases the captive animals, throwing the ship into chaos.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/v0Air5GTsfgtjsnZyji2lH6r2b8.jpg";"2019-12-27 00:00:00.000000";"Primal";500916
78;"After learning that his terminally ill wife has six months to live, a man welcomes the support of his best friend who moves into their home to help out.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/vg9C5LttsKBqoLuqeQvOXaeBGiD.jpg";"2021-01-22 00:00:00.000000";"Our Friend";583903
79;"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg";"2019-11-13 00:00:00.000000";"Ford v Ferrari";359724
80;"When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/mKxpYRIrCZLxZjNqpocJ2RdQW8v.jpg";"2019-07-11 00:00:00.000000";"Crawl";511987
81;"Ciro's body is sinking in the dark waters of the Gulf of Naples. And as it sinks deeper and deeper, memories emerge. The sounds muffled by the water merge with the screams of fleeing people. It is 1980, the earth shakes, the palace collapses, but under the rubble you can hear the cry of a newborn baby still alive. Ten years later, we find that new-born baby as it survives as it can on the streets of Naples, nobody's son. Vivid memories of a criminal education that made him what he is: Ciro Di Marzio, the Immortal. Prequel of the ""Gomorra"" tv show.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/kWLsOI2CPpdCBiAxpAXPdoE9435.jpg";"2019-12-05 00:00:00.000000";"The Immortal";599845
82;"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/kZv92eTc0Gg3mKxqjjDAM73z9cy.jpg";"2019-06-05 00:00:00.000000";"Dark Phoenix";320288
83;"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/dtRbVsUb5O12WWO54SRpiMtHKC0.jpg";"2019-10-09 00:00:00.000000";"Zombieland: Double Tap";338967
84;"After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/fapXd3v9qTcNBTm39ZC4KUVQDNf.jpg";"2019-08-21 00:00:00.000000";"Angel Has Fallen";423204
85;"A getaway driver is attracted to a female neighbor whose husband owes money to a local gangster. As a result he is drawn deeper into a dangerous underworld.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/1ZUNyvVGTPkeBVXXTMnhIRoXlfo.jpg";"2019-11-01 00:00:00.000000";"Drive";466550
86;"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg";"2019-12-03 00:00:00.000000";"The Gentlemen";522627
87;"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/xRWht48C2V8XNfzvPehyClOvDni.jpg";"2019-01-31 00:00:00.000000";"Alita: Battle Angel";399579
88;"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/7Ai8vNEv4zEveh12JViGikoVPVV.jpg";"2019-06-15 00:00:00.000000";"Rascal Does Not Dream of a Dreaming Girl";572154
89;"Contact between most towns on Earth has been severed. A small ring-like area in Eastern Europe still has electricity, and maybe even life is being reported from space. What military forces find outside the ring is shocking.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/avl9MEQhtvokNnzoWepkmHBZ2ss.jpg";"2019-11-21 00:00:00.000000";"The Blackout";574982
90;"An embattled NYPD detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. As the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/bSN9SysoRBMwJKNkfOlQlCw2YQO.jpg";"2019-10-24 00:00:00.000000";"21 Bridges";535292
91;"In the phantasmagorical town of Raven's End, a misguided young girl takes refuge in a decrepit old mortuary. The eccentric undertaker chronicles the strange history of the town through a series of twisted tales, each more terrifying than the last, but the young girl's world is unhinged when she discovers that the final story... is her own.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/5WXeYnezavNI6hXH74aQYv6yFzj.jpg";"2019-09-21 00:00:00.000000";"The Mortuary Collection";524216
92;"When a systems engineer blows the whistle on a dangerous technology, Charlie's Angels from across the globe are called into action, putting their lives on the line to protect society.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/1DPUFG6QnGqzpvEaDEv7TaepycM.jpg";"2019-11-14 00:00:00.000000";"Charlie's Angels";458897
93;"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/mINJaa34MtknCYl5AjtNJzWj8cD.jpg";"2019-11-20 00:00:00.000000";"Frozen II";330457
94;"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/zfE0R94v1E8cuKAerbskfD3VfUt.jpg";"2019-09-04 00:00:00.000000";"It Chapter Two";474350
95;"The Russian Czar Peter the Great commissions Jonathan Green, an English traveller, to map the Far East territories of the Russian Empire. Green sets off on yet another long journey, full of unbelievable adventures, which eventually leads him to China. On his way, the famous cartographer makes breath-taking discoveries, meets mysterious creatures, Chinese princesses, deadly masters of oriental martial arts, and even Lun Van, the King of Dragons, himself. What could be more perilous than looking into the eyes of Viy? Only meeting him again… What will prevail this time — the unflinching scepticism of the scientist or ancient black magic, which has already gained influence over the Far East Lands?";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/5gG75tYMM8i7wyJao93fgNWzjly.jpg";"2019-08-16 00:00:00.000000";"Iron Mask";428045
96;"Ingrid and her siblings are on the run from the Beserkers who have begun invading the villages, taking over, savagely using the residents on a game where they vs a Beserker, and if they win, they get to survive - only, no one ever wins. The siblings are trying to escape the Beserkers after they violently murdered and took over their town. However, the Beserkers are on their trail, and want to put them in the game.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/7BEY3dAb6ZVHzND1Ewmw2PTAl76.jpg";"2019-10-15 00:00:00.000000";"The Viking War";584044
97;"The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/qgrk7r1fV4IjuoeiGS5HOhXNdLJ.jpg";"2019-06-19 00:00:00.000000";"Weathering with You";568160
98;"Lt. Wakes is a vengeful police detective determined to solve the murders of his partner and an informant, and joins forces with a witness injured during the shootings. After the killers pursue the witness across the abandoned floor of a hospital, she confirms Wakes's worst fears.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/8K73wvCTBA3XKgZTtOZWgENUnis.jpg";"2019-12-06 00:00:00.000000";"Trauma Center";641790
99;"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg";"2019-04-11 00:00:00.000000";"After";537915
100;"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg";"2016-04-27 00:00:00.000000";"Captain America: Civil War";271110
101;"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.";"https://www.themoviedb.org/t/p/w600_and_h900_bestv2/xqECHNvzbDL5I3iiOVUkVPJMSbc.jpg";"2018-08-09 00:00:00.000000";"The Meg";345940
